"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,29209,27415.716796875,-1793.283203125,-0.0613948852451299,0.0613948852451299
"5",7,1,6,9,1,2015,0,0,0,0,26195,23125.423828125,-3069.576171875,-0.117181758804161,0.117181758804161
"8",10,2,4,14,1,2015,0,0,0,0,26135,26815.4609375,680.4609375,0.026036385594031,0.026036385594031
"10",12,2,6,16,1,2015,0,0,0,0,21096,21840.47265625,744.47265625,0.0352897542780622,0.0352897542780622
"14",16,3,5,22,1,2015,0,0,0,0,23205,23115.310546875,-89.689453125,-0.00386509170976083,0.00386509170976083
"17",19,4,3,27,1,2015,0,0,0,0,26326,26211.59375,-114.40625,-0.00434575134847679,0.00434575134847679
"20",22,4,6,30,1,2015,0,0,0,0,20696,20376.48828125,-319.51171875,-0.0154383319844414,0.0154383319844414
"23",3,1,4,4,2,2015,0,0,0,0,29818,31581.98828125,1763.98828125,0.0591585043010933,0.0591585043010933
"24",5,1,6,6,2,2015,0,0,0,0,22982,23603.884765625,621.884765625,0.0270596451842747,0.0270596451842747
"41",7,2,3,10,3,2015,0,0,0,0,27826,29379.90625,1553.90625,0.0558436803708762,0.0558436803708762
"55",21,5,2,30,3,2015,0,0,0,0,20252,24263.52734375,4011.52734375,0.198080552229409,0.198080552229409
"65",9,3,2,13,4,2015,0,0,0,0,25888,26500.36328125,612.36328125,0.0236543294673208,0.0236543294673208
"69",13,3,6,17,4,2015,0,0,0,0,20010,21792.89453125,1782.89453125,0.0891001764742629,0.0891001764742629
"77",22,5,5,30,4,2015,0,0,0,0,22064,21742.068359375,-321.931640625,-0.0145908103981599,0.0145908103981599
"94",20,4,5,28,5,2015,0,0,0,0,25294,23455.1796875,-1838.8203125,-0.0726978853680715,0.0726978853680715
"98",3,1,4,3,6,2015,0,0,0,0,33090,33625.38671875,535.38671875,0.0161797134708371,0.0161797134708371
"102",7,2,3,9,6,2015,0,0,0,0,29537,31708.1484375,2171.1484375,0.0735060580796967,0.0735060580796967
"103",8,2,4,10,6,2015,0,0,0,0,30187,28238.46875,-1948.53125,-0.0645486881770298,0.0645486881770298
"112",17,4,3,23,6,2015,0,0,0,0,27584,28705.8125,1121.8125,0.0406689566415313,0.0406689566415313
"115",20,4,6,26,6,2015,0,0,0,0,21675,21952.427734375,277.427734375,0.01279943411188,0.01279943411188
"122",8,2,6,10,7,2015,0,0,0,0,21662,22045.43359375,383.43359375,0.0177007475648601,0.0177007475648601
"124",10,3,3,14,7,2015,0,0,0,0,31915,31002.0625,-912.9375,-0.0286052796490678,0.0286052796490678
"132",18,4,6,24,7,2015,0,0,0,0,21107,21903.638671875,796.638671875,0.0377428659627138,0.0377428659627138
"134",20,5,3,28,7,2015,0,0,0,0,29104,29403.6640625,299.6640625,0.0102963188049753,0.0102963188049753
"135",21,5,4,29,7,2015,0,0,0,0,27013,27997.453125,984.453125,0.0364436798948654,0.0364436798948654
"137",23,5,6,31,7,2015,0,0,0,0,24824,22869.107421875,-1954.892578125,-0.0787501038561473,0.0787501038561473
"140",3,1,4,5,8,2015,0,0,0,0,39613,36501.67578125,-3111.32421875,-0.0785430090816146,0.0785430090816146
"144",7,2,3,11,8,2015,0,0,0,0,32744,33338.5390625,594.5390625,0.0181571910120938,0.0181571910120938
"145",8,2,4,12,8,2015,0,0,0,0,29840,29937.6484375,97.6484375,0.00327240072050938,0.00327240072050938
"149",12,3,3,18,8,2015,0,0,0,0,33994,32092.921875,-1901.078125,-0.0559239314290757,0.0559239314290757
"154",17,4,3,25,8,2015,0,0,0,0,31755,30204.640625,-1550.359375,-0.0488225279483546,0.0488225279483546
"156",19,4,5,27,8,2015,0,0,0,0,25527,25316.9765625,-210.0234375,-0.00822750176283935,0.00822750176283935
"164",9,2,6,11,9,2015,0,0,0,0,24397,23192.19140625,-1204.80859375,-0.0493834731216953,0.0493834731216953
"173",18,4,5,24,9,2015,0,0,0,0,24403,25084.7109375,681.7109375,0.027935538151047,0.027935538151047
"186",9,2,3,13,10,2015,0,0,0,0,30505,31160.34375,655.34375,0.0214831584986068,0.0214831584986068
"187",10,2,4,14,10,2015,0,0,0,0,29498,29745.3828125,247.3828125,0.00838642662214387,0.00838642662214387
"188",11,2,5,15,10,2015,0,0,0,0,25869,26642.17578125,773.17578125,0.0298881201921218,0.0298881201921218
"190",13,3,2,19,10,2015,0,0,0,0,28782,29024.15234375,242.15234375,0.00841332581995692,0.00841332581995692
"195",18,4,2,26,10,2015,0,0,0,0,27662,27265.79296875,-396.20703125,-0.0143231520226303,0.0143231520226303
