"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,54014,47676.125,-6337.875,-0.117337634687303,0.117337634687303
"5",7,1,6,9,1,2015,0,0,0,0,41310,41300.52734375,-9.47265625,-0.000229306614621157,0.000229306614621157
"9",11,2,5,15,1,2015,0,0,0,0,45576,44764.42578125,-811.57421875,-0.0178070523685712,0.0178070523685712
"10",12,2,6,16,1,2015,0,0,0,0,37190,38445.19921875,1255.19921875,0.033750987328583,0.033750987328583
"15",17,3,6,23,1,2015,0,0,0,0,37028,37643.39453125,615.39453125,0.0166197075523928,0.0166197075523928
"17",19,4,3,27,1,2015,0,0,0,0,36232,45770.359375,9538.359375,0.263257876324796,0.263257876324796
"23",3,1,4,4,2,2015,0,0,0,0,53050,48238.359375,-4811.640625,-0.0907001060320452,0.0907001060320452
"26",6,2,2,9,2,2015,0,0,0,0,46320,48505.23046875,2185.23046875,0.0471768235913212,0.0471768235913212
"29",9,2,5,12,2,2015,0,0,0,0,42111,42812.6328125,701.6328125,0.0166615091662511,0.0166615091662511
"30",10,2,6,13,2,2015,0,0,0,0,37844,37351.44921875,-492.55078125,-0.013015293870891,0.013015293870891
"31",11,3,2,16,2,2015,0,0,0,0,39433,41408.5234375,1975.5234375,0.0500982283239926,0.0500982283239926
"34",14,3,5,19,2,2015,0,0,0,0,38420,41486.06640625,3066.06640625,0.0798039147904737,0.0798039147904737
"65",3,1,6,3,4,2015,0,0,0,0,35119,41932.5546875,6813.5546875,0.194013345696062,0.194013345696062
"71",9,3,2,13,4,2015,0,0,0,0,50438,48499.265625,-1938.734375,-0.0384379708751338,0.0384379708751338
"74",12,3,5,16,4,2015,0,0,0,0,39458,42360.83203125,2902.83203125,0.0735676423348877,0.0735676423348877
"79",17,4,5,23,4,2015,0,0,0,0,40896,41628.64453125,732.64453125,0.0179148212844777,0.0179148212844777
"98",14,3,4,20,5,2015,0,0,0,0,50184,50561.84375,377.84375,0.00752916766300016,0.00752916766300016
"102",21,4,6,29,5,2015,0,0,0,0,41487,38930.42578125,-2556.57421875,-0.0616235017897173,0.0616235017897173
"106",4,1,5,4,6,2015,0,0,0,0,43955,44876.625,921.625,0.0209674667273348,0.0209674667273348
"107",5,1,6,5,6,2015,0,0,0,0,36913,38640.60546875,1727.60546875,0.0468020878484545,0.0468020878484545
"118",16,4,2,22,6,2015,0,0,0,0,47656,49084.734375,1428.734375,0.0299801572729562,0.0299801572729562
"121",19,4,5,25,6,2015,0,0,0,0,41477,43176.37890625,1699.37890625,0.0409715964570726,0.0409715964570726
"130",9,3,2,13,7,2015,0,0,0,0,51358,52582.46875,1224.46875,0.0238418308734764,0.0238418308734764
"135",14,4,2,20,7,2015,0,0,0,0,51863,50971.6875,-891.3125,-0.017185903245088,0.017185903245088
"142",21,5,4,29,7,2015,0,0,0,0,53067,48752.546875,-4314.453125,-0.0813019979459928,0.0813019979459928
"143",22,5,5,30,7,2015,0,0,0,0,44449,43041.22265625,-1407.77734375,-0.0316717438806272,0.0316717438806272
"145",1,1,2,3,8,2015,0,0,0,0,55536,56151.01171875,615.01171875,0.0110741090238764,0.0110741090238764
"146",2,1,3,4,8,2015,0,0,0,0,57646,61814.21484375,4168.21484375,0.0723070957872185,0.0723070957872185
"164",20,4,6,28,8,2015,0,0,0,0,40406,38447.1640625,-1958.8359375,-0.0484788382294709,0.0484788382294709
"172",10,3,2,14,9,2015,0,0,0,0,54389,52004.65625,-2384.34375,-0.0438387127911894,0.0438387127911894
"174",12,3,4,16,9,2015,0,0,0,0,53658,52475.0859375,-1182.9140625,-0.0220454370736889,0.0220454370736889
"185",1,1,5,1,10,2015,0,0,0,0,52035,54383.28125,2348.28125,0.045128879600269,0.045128879600269
"186",2,1,6,2,10,2015,0,0,0,0,48460,47694.453125,-765.546875,-0.0157975005158894,0.0157975005158894
"190",6,1,5,8,10,2015,0,0,0,0,47338,46095.5,-1242.5,-0.0262474122269635,0.0262474122269635
"191",7,1,6,9,10,2015,0,0,0,0,37734,41012.45703125,3278.45703125,0.086883368613187,0.086883368613187
"192",8,2,2,12,10,2015,0,0,0,0,46597,52087.234375,5490.234375,0.117823773526193,0.117823773526193
"193",9,2,3,13,10,2015,0,0,0,0,54197,56147.234375,1950.234375,0.0359841757846375,0.0359841757846375
"201",17,3,6,23,10,2015,0,0,0,0,37164,40545.14453125,3381.14453125,0.0909790262417931,0.0909790262417931
"202",18,4,2,26,10,2015,0,0,0,0,53810,50610.4375,-3199.5625,-0.0594603698197361,0.0594603698197361
"206",22,4,6,30,10,2015,0,0,0,0,40837,38493.81640625,-2343.18359375,-0.0573789356159855,0.0573789356159855
"213",7,2,3,10,11,2015,0,0,0,0,60530,58770.30859375,-1759.69140625,-0.0290713928010904,0.0290713928010904
"215",9,2,5,12,11,2015,0,0,0,0,45631,45513.1796875,-117.8203125,-0.00258202345992856,0.00258202345992856
"216",10,2,6,13,11,2015,0,0,0,0,41293,39850.17578125,-1442.82421875,-0.034941133333737,0.034941133333737
"217",11,3,2,16,11,2015,0,0,0,0,53337,51926.2578125,-1410.7421875,-0.0264495976057896,0.0264495976057896
