"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,39680,41114.71484375,1434.71484375,0.0361571281186996,0.0361571281186996
"5",7,1,6,9,1,2015,0,0,0,0,31933,32891.57421875,958.57421875,0.0300182951413898,0.0300182951413898
"6",8,2,2,12,1,2015,0,0,0,0,34757,32943.76953125,-1813.23046875,-0.0521687852446989,0.0521687852446989
"9",11,2,5,15,1,2015,0,0,0,0,31672,32566.955078125,894.955078125,0.0282569802388545,0.0282569802388545
"15",17,3,6,23,1,2015,0,0,0,0,27337,28776.642578125,1439.642578125,0.0526627858991477,0.0526627858991477
"25",5,1,6,6,2,2015,0,0,0,0,33377,34106.88671875,729.88671875,0.0218679545420499,0.0218679545420499
"27",7,2,3,10,2,2015,0,0,0,0,41810,41092.97265625,-717.02734375,-0.0171496614147333,0.0171496614147333
"31",11,3,2,16,2,2015,0,0,0,0,26215,31373.533203125,5158.533203125,0.19677792115678,0.19677792115678
"34",14,3,5,19,2,2015,0,0,0,0,31002,32405.744140625,1403.744140625,0.0452791478170763,0.0452791478170763
"55",15,3,6,20,3,2015,0,0,0,0,32933,31350.705078125,-1582.294921875,-0.0480458786589439,0.0480458786589439
"71",9,3,2,13,4,2015,0,0,0,0,32223,32457.322265625,234.322265625,0.00727189478400521,0.00727189478400521
"73",11,3,4,15,4,2015,0,0,0,0,35341,37278.3984375,1937.3984375,0.0548201363147619,0.0548201363147619
"75",13,3,6,17,4,2015,0,0,0,0,28212,29408.478515625,1196.478515625,0.0424102692338367,0.0424102692338367
"77",15,4,3,21,4,2015,0,0,0,0,41680,41338.390625,-341.609375,-0.00819600227927063,0.00819600227927063
"85",1,1,6,1,5,2015,0,0,0,0,35031,37130.28125,2099.28125,0.0599263866289858,0.0599263866289858
"96",12,3,2,18,5,2015,0,0,0,0,34333,34526.09765625,193.09765625,0.00562425818454548,0.00562425818454548
"99",15,3,5,21,5,2015,0,0,0,0,33030,35298.9453125,2268.9453125,0.0686934699515592,0.0686934699515592
"105",3,1,4,3,6,2015,0,0,0,0,47108,48747.4765625,1639.4765625,0.0348025083319181,0.0348025083319181
"115",13,3,4,17,6,2015,0,0,0,0,38018,39064.109375,1046.109375,0.0275161601083697,0.0275161601083697
"116",14,3,5,18,6,2015,0,0,0,0,32301,33384.2578125,1083.2578125,0.0335363552985976,0.0335363552985976
"118",16,4,2,22,6,2015,0,0,0,0,36366,31812.361328125,-4553.638671875,-0.125216924376478,0.125216924376478
"134",13,3,6,17,7,2015,0,0,0,0,32594,29812.814453125,-2781.185546875,-0.085328144654691,0.085328144654691
"137",16,4,4,22,7,2015,0,0,0,0,37898,37789.42578125,-108.57421875,-0.00286490629452742,0.00286490629452742
"145",1,1,2,3,8,2015,0,0,0,0,46584,43948.19140625,-2635.80859375,-0.0565818434172677,0.0565818434172677
"147",3,1,4,5,8,2015,0,0,0,0,54288,54401.0703125,113.0703125,0.00208278648135868,0.00208278648135868
"148",4,1,5,6,8,2015,0,0,0,0,42623,43371.37109375,748.37109375,0.0175579169403843,0.0175579169403843
"149",5,1,6,7,8,2015,0,0,0,0,31467,33750.3984375,2283.3984375,0.0725648596148346,0.0725648596148346
"156",12,3,3,18,8,2015,0,0,0,0,41574,42511.98828125,937.98828125,0.0225618964076105,0.0225618964076105
"163",19,4,5,27,8,2015,0,0,0,0,32256,32187.6484375,-68.3515625,-0.00211903405567956,0.00211903405567956
"165",21,5,2,31,8,2015,0,0,0,0,31473,31607.515625,134.515625,0.00427400073078512,0.00427400073078512
"180",18,4,5,24,9,2015,0,0,0,0,32366,32917.07421875,551.07421875,0.0170263306787987,0.0170263306787987
"185",1,1,5,1,10,2015,0,0,0,0,41728,42614.4609375,886.4609375,0.0212437916387078,0.0212437916387078
"187",3,1,2,5,10,2015,0,0,0,0,55986,52547.75,-3438.25,-0.0614126745972207,0.0614126745972207
"189",5,1,4,7,10,2015,0,0,0,0,40334,42675.57421875,2341.57421875,0.0580545995624039,0.0580545995624039
"193",9,2,3,13,10,2015,0,0,0,0,42420,40443.31640625,-1976.68359375,-0.0465979159299859,0.0465979159299859
"202",18,4,2,26,10,2015,0,0,0,0,30645,32778.125,2133.125,0.0696076031979116,0.0696076031979116
"205",21,4,5,29,10,2015,0,0,0,0,30992,31039.0546875,47.0546875,0.001518284960635,0.001518284960635
"213",7,2,3,10,11,2015,0,0,0,0,44587,43682.66015625,-904.33984375,-0.020282590076704,0.020282590076704
"216",10,2,6,13,11,2015,0,0,0,0,29011,29226.291015625,215.291015625,0.00742101325790218,0.00742101325790218
"217",11,3,2,16,11,2015,0,0,0,0,36342,33849.98046875,-2492.01953125,-0.0685713370549227,0.0685713370549227
"218",12,3,3,17,11,2015,0,0,0,0,41342,42785.73828125,1443.73828125,0.0349218296466064,0.0349218296466064
"220",14,3,5,19,11,2015,0,0,0,0,36918,34738.15234375,-2179.84765625,-0.0590456594682811,0.0590456594682811
"221",15,3,6,20,11,2015,0,0,0,0,32076,31648.712890625,-427.287109375,-0.0133210845920626,0.0133210845920626
"227",3,1,5,3,12,2015,0,0,0,0,43503,44454.375,951.375,0.0218691814357631,0.0218691814357631
"229",5,2,2,7,12,2015,0,0,0,0,46663,41517.76953125,-5145.23046875,-0.110263602184815,0.110263602184815
"231",7,2,4,9,12,2015,0,0,0,0,41842,40816.25390625,-1025.74609375,-0.0245147481896181,0.0245147481896181
"232",8,2,5,10,12,2015,0,0,0,0,33424,34325.23828125,901.23828125,0.0269638068827788,0.0269638068827788
"233",9,2,6,11,12,2015,0,0,0,0,33699,29581.330078125,-4117.669921875,-0.12218967690065,0.12218967690065
"236",12,3,4,16,12,2015,0,0,0,0,41866,38881.71875,-2984.28125,-0.0712817381646205,0.0712817381646205
"244",3,1,3,5,1,2016,0,0,0,0,58197,59706.1484375,1509.1484375,0.0259317222107669,0.0259317222107669
"245",4,1,4,6,1,2016,0,0,0,0,56186,55509.4375,-676.5625,-0.0120414783042039,0.0120414783042039
"250",9,2,4,13,1,2016,0,0,0,0,38710,38918.3515625,208.3515625,0.00538237051149574,0.00538237051149574
"256",15,3,5,21,1,2016,0,0,0,0,33194,34684.30078125,1490.30078125,0.0448966916084232,0.0448966916084232
"257",16,3,6,22,1,2016,0,0,0,0,28635,29148.869140625,513.869140625,0.0179454912039462,0.0179454912039462
"258",17,4,2,25,1,2016,0,0,0,0,33591,32627.712890625,-963.287109375,-0.0286769405309458,0.0286769405309458
"262",21,4,6,29,1,2016,0,0,0,0,29778,27012.970703125,-2765.029296875,-0.0928547685161864,0.0928547685161864
"263",1,1,2,1,2,2016,0,0,0,0,40292,44399.83203125,4107.83203125,0.101951554433883,0.101951554433883
"275",13,3,4,17,2,2016,0,0,0,0,40200,39377.5,-822.5,-0.0204601990049751,0.0204601990049751
"278",16,4,2,22,2,2016,0,0,0,0,37220,33469.1171875,-3750.8828125,-0.100776002485223,0.100776002485223
"280",18,4,4,24,2,2016,0,0,0,0,37405,36717.91015625,-687.08984375,-0.0183689304571581,0.0183689304571581
"294",11,3,3,15,3,2016,0,0,0,0,42306,41746.55859375,-559.44140625,-0.013223689458942,0.013223689458942
"296",13,3,5,17,3,2016,0,0,0,0,32896,33230.90234375,334.90234375,0.010180640313412,0.010180640313412
"300",17,4,4,23,3,2016,0,0,0,0,36720,36971.6171875,251.6171875,0.00685231992102397,0.00685231992102397
"303",20,5,2,28,3,2016,0,0,0,0,26240,31951.033203125,5711.033203125,0.217646082436166,0.217646082436166
"304",21,5,3,29,3,2016,0,0,0,0,37266,38685.44921875,1419.44921875,0.0380896586365588,0.0380896586365588
"306",23,5,5,31,3,2016,0,0,0,0,31386,31902.8046875,516.8046875,0.0164660895781559,0.0164660895781559
"311",5,1,5,7,4,2016,0,0,0,0,34951,37444.3984375,2493.3984375,0.0713398311207118,0.0713398311207118
"312",6,1,6,8,4,2016,0,0,0,0,30312,31439.77734375,1127.77734375,0.0372056394744656,0.0372056394744656
"314",8,2,3,12,4,2016,0,0,0,0,43441,41579.1953125,-1861.8046875,-0.0428582373218849,0.0428582373218849
"316",10,2,5,14,4,2016,0,0,0,0,34448,31875.705078125,-2572.294921875,-0.0746718219308813,0.0746718219308813
"320",14,3,4,20,4,2016,0,0,0,0,44484,41744.296875,-2739.703125,-0.0615885065416779,0.0615885065416779
"321",15,3,5,21,4,2016,0,0,0,0,33712,34048.48046875,336.48046875,0.00998102956662316,0.00998102956662316
"326",20,4,5,28,4,2016,0,0,0,0,32497,31627.8046875,-869.1953125,-0.0267469401021633,0.0267469401021633
"330",3,1,4,4,5,2016,0,0,0,0,50250,50852.7109375,602.7109375,0.0119942475124378,0.0119942475124378
"339",12,3,3,17,5,2016,0,0,0,0,47149,44447.1015625,-2701.8984375,-0.057305530074869,0.057305530074869
"340",13,3,4,18,5,2016,0,0,0,0,40589,40802.734375,213.734375,0.00526582017295326,0.00526582017295326
"344",17,4,3,24,5,2016,0,0,0,0,39661,40507.3984375,846.3984375,0.0213408244244976,0.0213408244244976
"347",1,1,4,1,6,2016,0,0,0,0,48747,46550.359375,-2196.640625,-0.0450620679221285,0.0450620679221285
"348",2,1,5,2,6,2016,0,0,0,0,49115,46358.90625,-2756.09375,-0.0561151124910923,0.0561151124910923
"351",5,2,3,7,6,2016,0,0,0,0,48524,49797.05859375,1273.05859375,0.026235648210164,0.026235648210164
"361",15,4,3,21,6,2016,0,0,0,0,43426,44361.8671875,935.8671875,0.0215508494335191,0.0215508494335191
"362",16,4,4,22,6,2016,0,0,0,0,38798,38739.921875,-58.078125,-0.00149693605340481,0.00149693605340481
"363",17,4,5,23,6,2016,0,0,0,0,30032,32620.041015625,2588.041015625,0.0861761126673215,0.0861761126673215
"369",4,1,4,6,7,2016,0,0,0,0,53790,47502.953125,-6287.046875,-0.116881332496747,0.116881332496747
"372",7,2,2,11,7,2016,0,0,0,0,41003,37136.44140625,-3866.55859375,-0.0942994072080092,0.0942994072080092
"375",10,2,5,14,7,2016,0,0,0,0,33519,32695.609375,-823.390625,-0.0245648922998896,0.0245648922998896
"382",17,4,2,25,7,2016,0,0,0,0,31477,33365.4453125,1888.4453125,0.0599944503129269,0.0599944503129269
"387",1,1,2,1,8,2016,0,0,0,0,45758,44963.19140625,-794.80859375,-0.01736982809017,0.01736982809017
"390",4,1,5,4,8,2016,0,0,0,0,40717,42886.05859375,2169.05859375,0.0532715719171354,0.0532715719171354
"394",8,2,4,10,8,2016,0,0,0,0,39596,38376.48828125,-1219.51171875,-0.0307988614695929,0.0307988614695929
"396",10,2,6,12,8,2016,0,0,0,0,27771,29528.556640625,1757.556640625,0.0632874812079147,0.0632874812079147
"398",12,3,3,16,8,2016,0,0,0,0,46731,43991.7890625,-2739.2109375,-0.0586165701033575,0.0586165701033575
"402",16,4,2,22,8,2016,0,0,0,0,36946,34543.375,-2402.625,-0.0650307205110161,0.0650307205110161
"406",20,4,6,26,8,2016,0,0,0,0,26935,29305.158203125,2370.158203125,0.0879954781186189,0.0879954781186189
"409",23,5,4,31,8,2016,0,0,0,0,38797,36233.61328125,-2563.38671875,-0.0660717766515452,0.0660717766515452
"416",11,2,5,15,9,2016,0,0,0,0,35174,33434.375,-1739.625,-0.0494576960254734,0.0494576960254734
"417",12,2,6,16,9,2016,0,0,0,0,28116,29679.689453125,1563.689453125,0.0556156442283753,0.0556156442283753
"418",13,3,2,19,9,2016,0,0,0,0,39976,36105.50390625,-3870.49609375,-0.0968204946405343,0.0968204946405343
"420",15,3,4,21,9,2016,0,0,0,0,34296,40316.33203125,6020.33203125,0.175540355471484,0.175540355471484
"423",18,4,2,26,9,2016,0,0,0,0,27784,34067.671875,6283.671875,0.226161527317881,0.226161527317881
"426",21,4,5,29,9,2016,0,0,0,0,31602,31468.3125,-133.6875,-0.00423034934497817,0.00423034934497817
"428",1,1,2,3,10,2016,0,0,0,0,49532,46629.36328125,-2902.63671875,-0.0586012420001211,0.0586012420001211
"430",3,1,4,5,10,2016,0,0,0,0,52580,53958.2578125,1378.2578125,0.0262125867725371,0.0262125867725371
"431",4,1,5,6,10,2016,0,0,0,0,39416,41870.90234375,2454.90234375,0.0622818739534707,0.0622818739534707
"433",6,2,2,10,10,2016,0,0,0,0,36117,36435.54296875,318.54296875,0.00881975160589196,0.00881975160589196
"435",8,2,4,12,10,2016,0,0,0,0,37258,37355.23828125,97.23828125,0.00260986315019593,0.00260986315019593
"440",13,3,4,19,10,2016,0,0,0,0,41033,39825.08203125,-1207.91796875,-0.0294377200972388,0.0294377200972388
"441",14,3,5,20,10,2016,0,0,0,0,35663,35919.90625,256.90625,0.00720371954126125,0.00720371954126125
"443",16,4,2,24,10,2016,0,0,0,0,31930,33344.50390625,1414.50390625,0.044300153656436,0.044300153656436
"445",18,4,4,26,10,2016,0,0,0,0,36550,36546.66015625,-3.33984375,-9.13773939808482e-05,9.13773939808482e-05
"446",19,4,5,27,10,2016,0,0,0,0,28269,31700.8515625,3431.8515625,0.121399821801266,0.121399821801266
"447",20,4,6,28,10,2016,0,0,0,0,28081,29237.814453125,1156.814453125,0.0411956288282112,0.0411956288282112
"449",1,1,3,1,11,2016,0,0,0,0,50484,50269.65625,-214.34375,-0.0042457758893907,0.0042457758893907
"459",11,3,3,15,11,2016,0,0,0,0,42884,43479.99609375,595.99609375,0.0138978661913534,0.0138978661913534
"460",12,3,4,16,11,2016,0,0,0,0,42259,39662.89453125,-2596.10546875,-0.061433196922549,0.061433196922549
"463",15,4,2,21,11,2016,0,0,0,0,40073,37893.45703125,-2179.54296875,-0.0543893137212088,0.0543893137212088
"466",20,5,4,30,11,2016,0,0,0,0,38940,37040.2421875,-1899.7578125,-0.0487867953903441,0.0487867953903441
"470",4,2,3,6,12,2016,0,0,0,0,55552,53704.671875,-1847.328125,-0.0332540345082085,0.0332540345082085
"471",5,2,4,7,12,2016,0,0,0,0,42757,44037.25390625,1280.25390625,0.0299425569205042,0.0299425569205042
"474",8,3,2,12,12,2016,0,0,0,0,34135,34874.43359375,739.43359375,0.0216620358503003,0.0216620358503003
"481",15,4,4,21,12,2016,0,0,0,0,35761,38422.59765625,2661.59765625,0.0744273833575683,0.0744273833575683
"482",16,4,5,22,12,2016,0,0,0,0,26809,28339.884765625,1530.884765625,0.0571033893701742,0.0571033893701742
"483",20,5,4,28,12,2016,0,0,0,0,29242,26278.845703125,-2963.154296875,-0.101332135177997,0.101332135177997
"485",2,1,3,3,1,2017,0,0,0,0,48566,56673.0234375,8107.0234375,0.166927962720834,0.166927962720834
"489",6,2,2,9,1,2017,0,0,0,0,36374,42262.1875,5888.1875,0.161879020729092,0.161879020729092
"491",8,2,4,11,1,2017,0,0,0,0,42070,43477.09375,1407.09375,0.0334464879961968,0.0334464879961968
"495",13,3,4,18,1,2017,0,0,0,0,39722,41576.7734375,1854.7734375,0.0466938582523539,0.0466938582523539
"497",15,3,6,20,1,2017,0,0,0,0,32590,30698.439453125,-1891.560546875,-0.0580411336874808,0.0580411336874808
"498",16,4,2,23,1,2017,0,0,0,0,33868,33921.10546875,53.10546875,0.00156801313186489,0.00156801313186489
"500",18,4,4,25,1,2017,0,0,0,0,38529,38531.0546875,2.0546875,5.33283370967323e-05,5.33283370967323e-05
"508",4,2,2,6,2,2017,0,0,0,0,46571,45215.12890625,-1355.87109375,-0.0291140644124026,0.0291140644124026
"512",8,2,6,10,2,2017,0,0,0,0,31735,33496.1796875,1761.1796875,0.0554964451709469,0.0554964451709469
"524",20,5,3,28,2,2017,0,0,0,0,40508,40854.1953125,346.1953125,0.00854634424064382,0.00854634424064382
"526",2,1,5,2,3,2017,0,0,0,0,43881,45010.234375,1129.234375,0.0257340164308015,0.0257340164308015
"532",8,2,6,10,3,2017,0,0,0,0,30786,33566.1015625,2780.1015625,0.0903040850548951,0.0903040850548951
"534",10,3,3,14,3,2017,0,0,0,0,47760,43553.88671875,-4206.11328125,-0.0880676985186348,0.0880676985186348
"536",12,3,5,16,3,2017,0,0,0,0,35392,34540.4921875,-851.5078125,-0.0240593301452306,0.0240593301452306
"540",16,4,4,22,3,2017,0,0,0,0,38053,40574.5859375,2521.5859375,0.0662651022915407,0.0662651022915407
"541",17,4,5,23,3,2017,0,0,0,0,31344,33929.49609375,2585.49609375,0.0824877518424579,0.0824877518424579
"543",19,5,2,27,3,2017,0,0,0,0,34346,34259.33984375,-86.66015625,-0.00252315134950213,0.00252315134950213
"552",5,1,6,7,4,2017,0,0,0,0,30711,32487.00390625,1776.00390625,0.0578295694132396,0.0578295694132396
"562",15,3,6,21,4,2017,0,0,0,0,28203,29157.541015625,954.541015625,0.0338453716138354,0.0338453716138354
"565",18,4,4,26,4,2017,0,0,0,0,37944,39598.0078125,1654.0078125,0.0435907603969007,0.0435907603969007
"576",9,2,5,11,5,2017,0,0,0,0,39416,35238.890625,-4177.109375,-0.10597496892125,0.10597496892125
"577",10,2,6,12,5,2017,0,0,0,0,29212,29875.822265625,663.822265625,0.0227243004801109,0.0227243004801109
"580",14,3,5,18,5,2017,0,0,0,0,41855,35537.98828125,-6317.01171875,-0.150926095299247,0.150926095299247
"581",15,3,6,19,5,2017,0,0,0,0,29328,30050.626953125,722.626953125,0.0246394896728382,0.0246394896728382
