"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,29209,28455.130859375,-753.869140625,-0.0258094813456469,0.0258094813456469
"5",7,1,6,9,1,2015,0,0,0,0,26195,23886.267578125,-2308.732421875,-0.0881363780062989,0.0881363780062989
"8",10,2,4,14,1,2015,0,0,0,0,26135,27211.015625,1076.015625,0.0411714415534724,0.0411714415534724
"13",15,3,4,21,1,2015,0,0,0,0,27353,25661.1328125,-1691.8671875,-0.0618530759880086,0.0618530759880086
"14",16,3,5,22,1,2015,0,0,0,0,23205,21967.146484375,-1237.853515625,-0.0533442583764275,0.0533442583764275
"20",22,4,6,30,1,2015,0,0,0,0,20696,18938.42578125,-1757.57421875,-0.0849233774038462,0.0849233774038462
"23",3,1,4,4,2,2015,0,0,0,0,29818,31657.09765625,1839.09765625,0.0616774316268697,0.0616774316268697
"24",5,1,6,6,2,2015,0,0,0,0,22982,24616.73828125,1634.73828125,0.0711312453768166,0.0711312453768166
"42",8,2,4,11,3,2015,0,0,0,0,25251,26543.0078125,1292.0078125,0.0511665998376302,0.0511665998376302
"51",17,4,3,24,3,2015,0,0,0,0,29263,26528.515625,-2734.484375,-0.0934451141373065,0.0934451141373065
"53",19,4,5,26,3,2015,0,0,0,0,21515,22493.630859375,978.630859375,0.0454859799848943,0.0454859799848943
"55",21,5,2,30,3,2015,0,0,0,0,20252,23906.31640625,3654.31640625,0.180442247987853,0.180442247987853
"60",4,2,2,6,4,2015,0,0,0,0,29798,30894.322265625,1096.322265625,0.0367918070214444,0.0367918070214444
"72",16,4,4,22,4,2015,0,0,0,0,26928,27003.2421875,75.2421875,0.0027941988822044,0.0027941988822044
"73",17,4,5,23,4,2015,0,0,0,0,23540,22313.318359375,-1226.681640625,-0.0521105199925658,0.0521105199925658
"77",22,5,5,30,4,2015,0,0,0,0,22064,21077.654296875,-986.345703125,-0.0447038480386603,0.0447038480386603
"84",7,2,2,11,5,2015,0,0,0,0,28249,28325.533203125,76.533203125,0.0027092358357818,0.0027092358357818
"95",21,4,6,29,5,2015,0,0,0,0,23109,22165.4375,-943.5625,-0.0408309533082349,0.0408309533082349
"100",5,1,6,5,6,2015,0,0,0,0,27080,25594.751953125,-1485.248046875,-0.0548466782450148,0.0548466782450148
"107",12,3,3,16,6,2015,0,0,0,0,30129,30319.921875,190.921875,0.00633681419894454,0.00633681419894454
"115",20,4,6,26,6,2015,0,0,0,0,21675,21246.8828125,-428.1171875,-0.0197516580161476,0.0197516580161476
"121",7,2,5,9,7,2015,0,0,0,0,27290,27822.279296875,532.279296875,0.0195045546674606,0.0195045546674606
"132",18,4,6,24,7,2015,0,0,0,0,21107,21876.3359375,769.3359375,0.0364493266451888,0.0364493266451888
"136",22,5,5,30,7,2015,0,0,0,0,24048,24449.138671875,401.138671875,0.0166807498284681,0.0166807498284681
"142",5,1,6,7,8,2015,0,0,0,0,23996,27920.142578125,3924.142578125,0.163533196287923,0.163533196287923
