"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,54014,47618.3828125,-6395.6171875,-0.118406657301811,0.118406657301811
"5",7,1,6,9,1,2015,0,0,0,0,41310,41978,668,0.0161704187847979,0.0161704187847979
"9",11,2,5,15,1,2015,0,0,0,0,45576,42617.87890625,-2958.12109375,-0.0649052372685185,0.0649052372685185
"10",12,2,6,16,1,2015,0,0,0,0,37190,38419.2578125,1229.2578125,0.0330534501882226,0.0330534501882226
"17",19,4,3,27,1,2015,0,0,0,0,36232,45700.23046875,9468.23046875,0.261322324706061,0.261322324706061
"23",3,1,4,4,2,2015,0,0,0,0,53050,46588.85546875,-6461.14453125,-0.121793487865221,0.121793487865221
"24",4,1,5,5,2,2015,0,0,0,0,44305,37396.39453125,-6908.60546875,-0.155932862402663,0.155932862402663
"25",5,1,6,6,2,2015,0,0,0,0,36405,36775.8125,370.8125,0.0101857574508996,0.0101857574508996
"30",10,2,6,13,2,2015,0,0,0,0,37844,37956.6796875,112.6796875,0.00297747826603953,0.00297747826603953
"31",11,3,2,16,2,2015,0,0,0,0,39433,42762.71875,3329.71875,0.0844399043947962,0.0844399043947962
"50",10,2,6,13,3,2015,0,0,0,0,38261,37945.9765625,-315.0234375,-0.00823353904759416,0.00823353904759416
"54",14,3,5,19,3,2015,0,0,0,0,44453,42024.87109375,-2428.12890625,-0.0546223855814006,0.0546223855814006
"66",4,2,2,6,4,2015,0,0,0,0,48506,50967.99609375,2461.99609375,0.0507565268987342,0.0507565268987342
"98",14,3,4,20,5,2015,0,0,0,0,50184,50568.1875,384.1875,0.0076555774748924,0.0076555774748924
"99",15,3,5,21,5,2015,0,0,0,0,42546,42737.21484375,191.21484375,0.00449430836623889,0.00449430836623889
"107",5,1,6,5,6,2015,0,0,0,0,36913,37583.9375,670.9375,0.0181761845420313,0.0181761845420313
"123",21,5,2,29,6,2015,0,0,0,0,45594,47615.609375,2021.609375,0.044339373053472,0.044339373053472
"127",6,2,4,8,7,2015,0,0,0,0,55142,53335.73828125,-1806.26171875,-0.0327565507009176,0.0327565507009176
"135",14,4,2,20,7,2015,0,0,0,0,51863,50956,-907,-0.0174883828548291,0.0174883828548291
"139",18,4,6,24,7,2015,0,0,0,0,41328,38763.9765625,-2564.0234375,-0.0620408303692412,0.0620408303692412
"145",1,1,2,3,8,2015,0,0,0,0,55536,56862.44921875,1326.44921875,0.0238844932791343,0.0238844932791343
"147",3,1,4,5,8,2015,0,0,0,0,55558,56004.79296875,446.79296875,0.00804191959303791,0.00804191959303791
"154",10,2,6,14,8,2015,0,0,0,0,38475,39630.51171875,1155.51171875,0.0300327932098765,0.0300327932098765
"160",16,4,2,24,8,2015,0,0,0,0,49229,49885.0625,656.0625,0.0133267484612728,0.0133267484612728
"166",1,1,3,1,9,2015,0,0,0,0,57386,59147.68359375,1761.68359375,0.0306988393292789,0.0306988393292789
"169",7,2,4,9,9,2015,0,0,0,0,58538,54145.58203125,-4392.41796875,-0.0750353269457446,0.0750353269457446
"177",15,4,2,21,9,2015,0,0,0,0,51984,48950.765625,-3033.234375,-0.05834938394506,0.05834938394506
"185",1,1,5,1,10,2015,0,0,0,0,52035,55266.23828125,3231.23828125,0.0620974013884885,0.0620974013884885
"188",4,1,3,6,10,2015,0,0,0,0,57890,58715.88671875,825.88671875,0.0142664833088616,0.0142664833088616
"195",11,2,5,15,10,2015,0,0,0,0,46038,45675.76953125,-362.23046875,-0.00786807569290586,0.00786807569290586
"197",13,3,2,19,10,2015,0,0,0,0,49642,50826.234375,1184.234375,0.0238554928286532,0.0238554928286532
"199",15,3,4,21,10,2015,0,0,0,0,51272,50742.953125,-529.046875,-0.0103184364760493,0.0103184364760493
"201",17,3,6,23,10,2015,0,0,0,0,37164,37989.62890625,825.62890625,0.022215824621946,0.022215824621946
"202",18,4,2,26,10,2015,0,0,0,0,53810,50281.15625,-3528.84375,-0.0655797017283033,0.0655797017283033
"205",21,4,5,29,10,2015,0,0,0,0,44210,44729.55859375,519.55859375,0.0117520604783986,0.0117520604783986
"206",22,4,6,30,10,2015,0,0,0,0,40837,38668.92578125,-2168.07421875,-0.0530909278044421,0.0530909278044421
"213",7,2,3,10,11,2015,0,0,0,0,60530,57732.91796875,-2797.08203125,-0.0462098468734512,0.0462098468734512
"217",11,3,2,16,11,2015,0,0,0,0,53337,52126.46875,-1210.53125,-0.0226959005943341,0.0226959005943341
"219",13,3,4,18,11,2015,0,0,0,0,51071,51559.125,488.125,0.00955777251277633,0.00955777251277633
"220",14,3,5,19,11,2015,0,0,0,0,45450,44932.29296875,-517.70703125,-0.0113906937568757,0.0113906937568757
"221",15,3,6,20,11,2015,0,0,0,0,38588,39688.45703125,1100.45703125,0.0285181152495594,0.0285181152495594
"225",1,1,3,1,12,2015,0,0,0,0,60633,60631.12109375,-1.87890625,-3.09881788794881e-05,3.09881788794881e-05
"226",2,1,4,2,12,2015,0,0,0,0,60340,59989.24609375,-350.75390625,-0.00581295834023865,0.00581295834023865
"230",6,2,3,8,12,2015,0,0,0,0,62991,56675.33984375,-6315.66015625,-0.100262897179756,0.100262897179756
"232",8,2,5,10,12,2015,0,0,0,0,47364,46369.40234375,-994.59765625,-0.0209990215406216,0.0209990215406216
"235",11,3,3,15,12,2015,0,0,0,0,56178,54982.07421875,-1195.92578125,-0.0212881516118409,0.0212881516118409
"242",22,5,4,30,12,2015,0,0,0,0,34428,44166.703125,9738.703125,0.282871590711049,0.282871590711049
"245",5,1,5,7,1,2016,0,0,0,0,48517,49321.7421875,804.7421875,0.0165868084898077,0.0165868084898077
"257",17,4,2,25,1,2016,0,0,0,0,43326,46050.765625,2724.765625,0.0628898496283987,0.0628898496283987
"259",19,4,4,27,1,2016,0,0,0,0,46464,45994.515625,-469.484375,-0.0101042608255854,0.0101042608255854
"263",2,1,3,2,2,2016,0,0,0,0,59555,57135.02734375,-2419.97265625,-0.0406342482789019,0.0406342482789019
"266",5,1,6,5,2,2016,0,0,0,0,37658,37900.890625,242.890625,0.00644990772213076,0.00644990772213076
"273",12,3,3,16,2,2016,0,0,0,0,49704,51903.98046875,2199.98046875,0.0442616382735796,0.0442616382735796
"274",13,3,4,17,2,2016,0,0,0,0,50365,47553.96875,-2811.03125,-0.055813188722327,0.055813188722327
"279",18,4,4,24,2,2016,0,0,0,0,49333,48365.84375,-967.15625,-0.0196046510449395,0.0196046510449395
"280",19,4,5,25,2,2016,0,0,0,0,43352,40757.9296875,-2594.0703125,-0.0598373849534047,0.0598373849534047
"282",21,5,2,29,2,2016,0,0,0,0,52106,46109.828125,-5996.171875,-0.115076418742563,0.115076418742563
"284",2,1,4,2,3,2016,0,0,0,0,55484,55603.15234375,119.15234375,0.00214750817803331,0.00214750817803331
"285",3,1,5,3,3,2016,0,0,0,0,49364,47732.95703125,-1631.04296875,-0.0330411427102747,0.0330411427102747
"288",6,2,3,8,3,2016,0,0,0,0,56480,55845.02734375,-634.97265625,-0.0112424337154745,0.0112424337154745
"295",13,3,5,17,3,2016,0,0,0,0,42043,43771.94140625,1728.94140625,0.0411231692850177,0.0411231692850177
"312",7,2,2,11,4,2016,0,0,0,0,55615,51006.20703125,-4608.79296875,-0.0828696029623303,0.0828696029623303
"313",8,2,3,12,4,2016,0,0,0,0,57651,55580.04296875,-2070.95703125,-0.0359223089148497,0.0359223089148497
"317",12,3,2,18,4,2016,0,0,0,0,50535,49120.296875,-1414.703125,-0.0279945211239735,0.0279945211239735
"327",1,1,2,2,5,2016,0,0,0,0,59829,59525.73046875,-303.26953125,-0.00506893866268866,0.00506893866268866
"328",2,1,3,3,5,2016,0,0,0,0,64926,64756.04296875,-169.95703125,-0.00261770371268829,0.00261770371268829
"329",3,1,4,4,5,2016,0,0,0,0,56292,57542.44921875,1250.44921875,0.022213622162119,0.022213622162119
"337",11,3,2,16,5,2016,0,0,0,0,51874,50828.96875,-1045.03125,-0.020145569071211,0.020145569071211
"340",14,3,5,19,5,2016,0,0,0,0,43077,43224.71484375,147.71484375,0.00342908846368131,0.00342908846368131
"341",15,3,6,20,5,2016,0,0,0,0,36020,36888.2734375,868.2734375,0.0241053147556913,0.0241053147556913
"348",3,1,6,3,6,2016,0,0,0,0,42250,43513.0390625,1263.0390625,0.0298944156804734,0.0298944156804734
"351",6,2,4,8,6,2016,0,0,0,0,54936,52125.73828125,-2810.26171875,-0.0511551936571647,0.0511551936571647
"356",11,3,4,15,6,2016,0,0,0,0,52440,52793.94140625,353.94140625,0.00674945473398169,0.00674945473398169
"365",20,5,3,28,6,2016,0,0,0,0,55084,54339.91796875,-744.08203125,-0.0135081336005011,0.0135081336005011
"366",21,5,4,29,6,2016,0,0,0,0,50358,50135.296875,-222.703125,-0.00442239812939354,0.00442239812939354
"367",22,5,5,30,6,2016,0,0,0,0,42397,42717.05859375,320.05859375,0.00754908587282119,0.00754908587282119
"371",7,2,2,11,7,2016,0,0,0,0,56893,54335.42578125,-2557.57421875,-0.0449541106770604,0.0449541106770604
"373",9,2,4,13,7,2016,0,0,0,0,49327,53175.03515625,3848.03515625,0.078010727517384,0.078010727517384
"376",12,3,2,18,7,2016,0,0,0,0,54110,52321.546875,-1788.453125,-0.033052173812604,0.033052173812604
"397",12,3,3,16,8,2016,0,0,0,0,57317,56787.57421875,-529.42578125,-0.00923680201772598,0.00923680201772598
"408",23,5,4,31,8,2016,0,0,0,0,45257,48158.03125,2901.03125,0.0641012716264887,0.0641012716264887
"409",1,1,5,1,9,2016,0,0,0,0,52298,54619.98828125,2321.98828125,0.0443991793424223,0.0443991793424223
"411",6,1,5,8,9,2016,0,0,0,0,51346,49304.94921875,-2041.05078125,-0.0397509208360924,0.0397509208360924
"413",8,2,2,12,9,2016,0,0,0,0,53531,51789.48828125,-1741.51171875,-0.0325327701472044,0.0325327701472044
"416",11,2,5,15,9,2016,0,0,0,0,45993,46591.39453125,598.39453125,0.0130105566336182,0.0130105566336182
"419",14,3,3,20,9,2016,0,0,0,0,57837,55874.37109375,-1962.62890625,-0.033933795083597,0.033933795083597
"420",15,3,4,21,9,2016,0,0,0,0,44623,50457.875,5834.875,0.130759361764113,0.130759361764113
"422",17,3,6,23,9,2016,0,0,0,0,47288,37894.70703125,-9393.29296875,-0.198640098307182,0.198640098307182
"424",19,4,3,27,9,2016,0,0,0,0,51643,55238.35546875,3595.35546875,0.0696194153854346,0.0696194153854346
"428",1,1,2,3,10,2016,0,0,0,0,57873,58292.44921875,419.44921875,0.00724775316209631,0.00724775316209631
"433",6,2,2,10,10,2016,0,0,0,0,51871,51671.59765625,-199.40234375,-0.00384419702242101,0.00384419702242101
"435",8,2,4,12,10,2016,0,0,0,0,52508,51905.11328125,-602.88671875,-0.0114818069389426,0.0114818069389426
"436",9,2,5,13,10,2016,0,0,0,0,44754,45487.25390625,733.25390625,0.0163840976504893,0.0163840976504893
"438",11,3,2,17,10,2016,0,0,0,0,50200,51077.5625,877.5625,0.0174813247011952,0.0174813247011952
"441",14,3,5,20,10,2016,0,0,0,0,43413,44437.13671875,1024.13671875,0.0235905539527331,0.0235905539527331
"443",16,4,2,24,10,2016,0,0,0,0,50011,50984.28125,973.28125,0.019461343504429,0.019461343504429
"445",18,4,4,26,10,2016,0,0,0,0,49675,51038.8125,1363.8125,0.027454705586311,0.027454705586311
"448",21,5,2,31,10,2016,0,0,0,0,47241,47797.09375,556.09375,0.0117714220698122,0.0117714220698122
"449",1,1,3,1,11,2016,0,0,0,0,63020,59699.40234375,-3320.59765625,-0.0526911719493812,0.0526911719493812
"453",5,2,2,7,11,2016,0,0,0,0,55707,55858.54296875,151.54296875,0.00272035774229451,0.00272035774229451
"456",8,2,5,10,11,2016,0,0,0,0,46211,45977.99609375,-233.00390625,-0.00504217407651858,0.00504217407651858
"457",9,2,6,11,11,2016,0,0,0,0,38097,40712.40625,2615.40625,0.0686512389426989,0.0686512389426989
"460",12,3,4,16,11,2016,0,0,0,0,52803,52337.71875,-465.28125,-0.00881164422475996,0.00881164422475996
"466",20,5,4,30,11,2016,0,0,0,0,50852,51888.96875,1036.96875,0.0203918970738614,0.0203918970738614
"467",1,1,5,1,12,2016,0,0,0,0,58804,54170.92578125,-4633.07421875,-0.0787884194740154,0.0787884194740154
"470",4,2,3,6,12,2016,0,0,0,0,62481,61070.02734375,-1410.97265625,-0.0225824275579776,0.0225824275579776
"471",5,2,4,7,12,2016,0,0,0,0,58118,55436.04296875,-2681.95703125,-0.0461467536950687,0.0461467536950687
"472",6,2,5,8,12,2016,0,0,0,0,49702,46216.19921875,-3485.80078125,-0.0701340143505292,0.0701340143505292
"473",7,2,6,9,12,2016,0,0,0,0,42166,41868.15625,-297.84375,-0.00706359981976,0.00706359981976
"477",11,3,5,15,12,2016,0,0,0,0,45940,45951.16015625,11.16015625,0.000242928956247279,0.000242928956247279
"481",15,4,4,21,12,2016,0,0,0,0,46406,48773.5,2367.5,0.0510171098564841,0.0510171098564841
"482",16,4,5,22,12,2016,0,0,0,0,33819,42429.71484375,8610.71484375,0.254611752084627,0.254611752084627
"484",21,5,5,29,12,2016,0,0,0,0,35576,39325.49609375,3749.49609375,0.105393976100461,0.105393976100461
"488",5,1,6,6,1,2017,0,0,0,0,45344,43321.59375,-2022.40625,-0.0446014081245589,0.0446014081245589
"492",9,2,5,12,1,2017,0,0,0,0,46968,47027.484375,59.484375,0.00126648728921819,0.00126648728921819
"493",10,2,6,13,1,2017,0,0,0,0,42778,40672.83203125,-2105.16796875,-0.0492114631060358,0.0492114631060358
"498",15,3,6,20,1,2017,0,0,0,0,36045,38311.6328125,2266.6328125,0.0628834182965737,0.0628834182965737
"507",2,1,5,2,2,2017,0,0,0,0,52861,48892.01953125,-3968.98046875,-0.0750833406244679,0.0750833406244679
"512",7,2,5,9,2,2017,0,0,0,0,28507,44608.46484375,16101.46484375,0.564824949793033,0.564824949793033
"513",8,2,6,10,2,2017,0,0,0,0,32848,40318.15625,7470.15625,0.227415862457379,0.227415862457379
"514",9,3,2,13,2,2017,0,0,0,0,54610,49507.14453125,-5102.85546875,-0.0934417774903864,0.0934417774903864
"518",13,3,6,17,2,2017,0,0,0,0,40490,39200.49609375,-1289.50390625,-0.0318474661953569,0.0318474661953569
"519",14,4,2,20,2,2017,0,0,0,0,44322,47644.203125,3322.203125,0.0749560742971888,0.0749560742971888
"524",19,5,2,27,2,2017,0,0,0,0,49444,48514.359375,-929.640625,-0.0188018895113664,0.0188018895113664
"525",20,5,3,28,2,2017,0,0,0,0,54209,54666.48046875,457.48046875,0.0084391977116346,0.0084391977116346
"530",5,2,3,7,3,2017,0,0,0,0,57780,56569.87109375,-1210.12890625,-0.0209437332338179,0.0209437332338179
"538",14,4,2,20,3,2017,0,0,0,0,52537,50674.90625,-1862.09375,-0.0354434731712888,0.0354434731712888
"542",18,4,6,24,3,2017,0,0,0,0,40242,37407.5703125,-2834.4296875,-0.0704346127801799,0.0704346127801799
"551",4,1,5,6,4,2017,0,0,0,0,48646,47266.08203125,-1379.91796875,-0.0283665248684373,0.0283665248684373
"552",5,1,6,7,4,2017,0,0,0,0,40026,39641.046875,-384.953125,-0.00961757670014491,0.00961757670014491
"557",10,2,6,14,4,2017,0,0,0,0,31675,39266.89453125,7591.89453125,0.239680963891081,0.239680963891081
"560",13,3,4,19,4,2017,0,0,0,0,49483,49344.671875,-138.328125,-0.00279546763534951,0.00279546763534951
"562",15,3,6,21,4,2017,0,0,0,0,37289,36939.8359375,-349.1640625,-0.00936372824425434,0.00936372824425434
"563",16,4,2,24,4,2017,0,0,0,0,49560,49611.46875,51.46875,0.00103851392251816,0.00103851392251816
"574",7,2,3,9,5,2017,0,0,0,0,61018,59342.99609375,-1675.00390625,-0.0274509801411059,0.0274509801411059
"575",8,2,4,10,5,2017,0,0,0,0,52424,51786.12890625,-637.87109375,-0.0121675395572638,0.0121675395572638
"577",10,2,6,12,5,2017,0,0,0,0,36578,39253.30078125,2675.30078125,0.0731396134630106,0.0731396134630106
"579",12,3,3,16,5,2017,0,0,0,0,55379,56391.08984375,1012.08984375,0.01827569735369,0.01827569735369
"587",22,5,4,31,5,2017,0,0,0,0,49310,50448.734375,1138.734375,0.0230933760900426,0.0230933760900426
"589",2,1,6,2,6,2017,0,0,0,0,50945,48902.0234375,-2042.9765625,-0.0401016108057709,0.0401016108057709
"595",8,2,2,12,6,2017,0,0,0,0,53678,53667.84765625,-10.15234375,-0.000189134165766236,0.000189134165766236
"597",10,2,4,14,6,2017,0,0,0,0,49229,51757.76953125,2528.76953125,0.0513674771222247,0.0513674771222247
"600",13,3,2,19,6,2017,0,0,0,0,52918,51228.03125,-1689.96875,-0.0319356126459806,0.0319356126459806
"601",14,3,3,20,6,2017,0,0,0,0,52980,54743.35546875,1763.35546875,0.0332834176812005,0.0332834176812005
"603",16,3,5,22,6,2017,0,0,0,0,40856,43048.93359375,2192.93359375,0.0536747012372724,0.0536747012372724
"615",8,2,5,13,7,2017,0,0,0,0,49354,47345.57421875,-2008.42578125,-0.0406942857975037,0.0406942857975037
"618",11,3,3,18,7,2017,0,0,0,0,58603,57568.51171875,-1034.48828125,-0.017652479928502,0.017652479928502
"620",13,3,5,20,7,2017,0,0,0,0,45153,45790.69140625,637.69140625,0.0141229022711669,0.0141229022711669
"628",1,1,3,1,8,2017,0,0,0,0,59697,60506.90234375,809.90234375,0.0135668851659212,0.0135668851659212
"631",4,1,6,4,8,2017,0,0,0,0,40556,42426.2734375,1870.2734375,0.0461158259567018,0.0461158259567018
"632",5,2,2,7,8,2017,0,0,0,0,56467,55352.05859375,-1114.94140625,-0.0197450086997715,0.0197450086997715
"636",9,2,6,11,8,2017,0,0,0,0,38743,40741.390625,1998.390625,0.0515806887695842,0.0515806887695842
"637",10,3,2,14,8,2017,0,0,0,0,49684,52662.61328125,2978.61328125,0.0599511569368408,0.0599511569368408
"640",13,3,5,17,8,2017,0,0,0,0,43202,46002.80078125,2800.80078125,0.0648303500127309,0.0648303500127309
"646",19,4,6,25,8,2017,0,0,0,0,37513,38111.9453125,598.9453125,0.0159663400021326,0.0159663400021326
"654",6,2,2,11,9,2017,0,0,0,0,53486,53629.01953125,143.01953125,0.00267396199472759,0.00267396199472759
"655",7,2,3,12,9,2017,0,0,0,0,65453,59505.18359375,-5947.81640625,-0.0908715628962767,0.0908715628962767
"657",9,2,5,14,9,2017,0,0,0,0,46996,47092.25390625,96.25390625,0.00204812976104349,0.00204812976104349
"660",12,3,3,19,9,2017,0,0,0,0,57675,56906.40234375,-768.59765625,-0.0133263572821847,0.0133263572821847
"663",15,3,6,22,9,2017,0,0,0,0,35966,37791.81640625,1825.81640625,0.0507650671815048,0.0507650671815048
"675",7,2,3,10,10,2017,0,0,0,0,58521,59357.83984375,836.83984375,0.0142998213248236,0.0142998213248236
"683",15,3,6,20,10,2017,0,0,0,0,37894,38381.50390625,487.50390625,0.0128649365664749,0.0128649365664749
"684",16,4,2,23,10,2017,0,0,0,0,50263,50789.28125,526.28125,0.0104705499074866,0.0104705499074866
"685",17,4,3,24,10,2017,0,0,0,0,59073,57297.10546875,-1775.89453125,-0.0300627110735869,0.0300627110735869
"688",20,4,6,27,10,2017,0,0,0,0,39099,38734.78515625,-364.21484375,-0.00931519588096882,0.00931519588096882
"702",12,3,5,16,11,2017,0,0,0,0,47735,46997.80078125,-737.19921875,-0.0154435784801508,0.0154435784801508
"705",15,4,3,21,11,2017,0,0,0,0,52723,56612.96484375,3889.96484375,0.0737811741317831,0.0737811741317831
"706",18,5,3,28,11,2017,0,0,0,0,59611,57674.91796875,-1936.08203125,-0.0324786034666421,0.0324786034666421
"707",19,5,4,29,11,2017,0,0,0,0,55149,52142.796875,-3006.203125,-0.0545105645614608,0.0545105645614608
"709",1,1,6,1,12,2017,0,0,0,0,53553,50295.4609375,-3257.5390625,-0.0608283207756802,0.0608283207756802
"711",3,1,3,5,12,2017,0,0,0,0,67491,62874.87109375,-4616.12890625,-0.0683962144026611,0.0683962144026611
"712",4,1,4,6,12,2017,0,0,0,0,56988,60191.51171875,3203.51171875,0.0562137944611146,0.0562137944611146
"720",12,3,2,18,12,2017,0,0,0,0,48894,53201.078125,4307.078125,0.0880901158628871,0.0880901158628871
"732",10,3,2,15,1,2018,0,0,0,0,49233,54738.390625,5505.390625,0.111823180082465,0.111823180082465
"733",11,3,3,16,1,2018,0,0,0,0,59356,54777.18359375,-4578.81640625,-0.0771415932045623,0.0771415932045623
"740",18,4,5,25,1,2018,0,0,0,0,44638,43111.0546875,-1526.9453125,-0.0342072967538868,0.0342072967538868
