"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"4",6,1,5,8,1,2015,0,0,0,0,29209,28640.39453125,-568.60546875,-0.019466789987675,0.019466789987675
"5",7,1,6,9,1,2015,0,0,0,0,26195,22341.8984375,-3853.1015625,-0.147093016319908,0.147093016319908
"8",10,2,4,14,1,2015,0,0,0,0,26135,26788.78125,653.78125,0.0250155442892673,0.0250155442892673
"10",12,2,6,16,1,2015,0,0,0,0,21096,20628.41015625,-467.58984375,-0.0221648579707053,0.0221648579707053
"14",16,3,5,22,1,2015,0,0,0,0,23205,23934.75390625,729.75390625,0.0314481321374704,0.0314481321374704
"17",19,4,3,27,1,2015,0,0,0,0,26326,25858.46875,-467.53125,-0.0177592968928056,0.0177592968928056
"20",22,4,6,30,1,2015,0,0,0,0,20696,18923.515625,-1772.484375,-0.0856438140220332,0.0856438140220332
"23",3,1,4,4,2,2015,0,0,0,0,29818,31649.984375,1831.984375,0.0614388750083842,0.0614388750083842
"24",5,1,6,6,2,2015,0,0,0,0,22982,24714.28125,1732.28125,0.0753755656600818,0.0753755656600818
"38",4,1,5,5,3,2015,0,0,0,0,21496,29065.244140625,7569.244140625,0.352123378332015,0.352123378332015
"41",7,2,3,10,3,2015,0,0,0,0,27826,29654.369140625,1828.369140625,0.0657072213262776,0.0657072213262776
"52",18,4,4,25,3,2015,0,0,0,0,25771,25298.078125,-472.921875,-0.0183509322494277,0.0183509322494277
"54",20,4,6,27,3,2015,0,0,0,0,21268,19915.080078125,-1352.919921875,-0.0636129359542505,0.0636129359542505
"55",21,5,2,30,3,2015,0,0,0,0,20252,25026.359375,4774.359375,0.235747549624728,0.235747549624728
"60",4,2,2,6,4,2015,0,0,0,0,29798,32257.1015625,2459.1015625,0.0825257253003557,0.0825257253003557
"61",5,2,3,7,4,2015,0,0,0,0,32978,33421.76171875,443.76171875,0.013456295674389,0.013456295674389
"65",9,3,2,13,4,2015,0,0,0,0,25888,26417.8046875,529.8046875,0.020465261414555,0.020465261414555
"69",13,3,6,17,4,2015,0,0,0,0,20010,21290.998046875,1280.998046875,0.0640178933970515,0.0640178933970515
"95",21,4,6,29,5,2015,0,0,0,0,23109,20500.509765625,-2608.490234375,-0.112877676852092,0.112877676852092
"97",2,1,3,2,6,2015,0,0,0,0,39145,36666.8203125,-2478.1796875,-0.0633076941499553,0.0633076941499553
"103",8,2,4,10,6,2015,0,0,0,0,30187,27338.2734375,-2848.7265625,-0.0943693166760526,0.0943693166760526
"110",15,3,6,19,6,2015,0,0,0,0,23546,21903.478515625,-1642.521484375,-0.0697579837074238,0.0697579837074238
"112",17,4,3,23,6,2015,0,0,0,0,27584,28725.109375,1141.109375,0.0413685243256961,0.0413685243256961
"116",21,5,2,29,6,2015,0,0,0,0,24361,26188.0390625,1827.0390625,0.0749985247937277,0.0749985247937277
"122",8,2,6,10,7,2015,0,0,0,0,21662,22935.138671875,1273.138671875,0.0587729051738067,0.0587729051738067
"128",14,4,2,20,7,2015,0,0,0,0,30461,29660.1875,-800.8125,-0.026289763960474,0.026289763960474
"133",19,5,2,27,7,2015,0,0,0,0,26311,27436.75,1125.75,0.042786287104253,0.042786287104253
"137",23,5,6,31,7,2015,0,0,0,0,24824,22107.462890625,-2716.537109375,-0.109431884844304,0.109431884844304
"138",1,1,2,3,8,2015,0,0,0,0,33323,35470.578125,2147.578125,0.0644473224199502,0.0644473224199502
"139",2,1,3,4,8,2015,0,0,0,0,39361,39200.03125,-160.96875,-0.0040895493000686,0.0040895493000686
"140",3,1,4,5,8,2015,0,0,0,0,39613,35853.06640625,-3759.93359375,-0.0949166585148815,0.0949166585148815
"144",7,2,3,11,8,2015,0,0,0,0,32744,32790.71875,46.71875,0.00142678811385292,0.00142678811385292
"156",19,4,5,27,8,2015,0,0,0,0,25527,25153.154296875,-373.845703125,-0.0146451092225878,0.0146451092225878
"161",3,1,5,3,9,2015,0,0,0,0,30667,35373.0546875,4706.0546875,0.15345663702025,0.15345663702025
"164",9,2,6,11,9,2015,0,0,0,0,24397,23059.08984375,-1337.91015625,-0.0548391259683568,0.0548391259683568
"169",14,3,6,18,9,2015,0,0,0,0,24414,23556.19921875,-857.80078125,-0.0351356099471615,0.0351356099471615
"172",17,4,4,23,9,2015,0,0,0,0,29292,29167.53125,-124.46875,-0.00424924040693705,0.00424924040693705
"174",19,4,6,25,9,2015,0,0,0,0,22376,22297.318359375,-78.681640625,-0.00351634075013407,0.00351634075013407
"178",1,1,5,1,10,2015,0,0,0,0,31199,33962.29296875,2763.29296875,0.0885699211112536,0.0885699211112536
"180",3,1,2,5,10,2015,0,0,0,0,37759,36553.0703125,-1205.9296875,-0.0319375430360974,0.0319375430360974
"185",8,2,2,12,10,2015,0,0,0,0,27712,29462.1796875,1750.1796875,0.0631560222105947,0.0631560222105947
"188",11,2,5,15,10,2015,0,0,0,0,25869,27333.4453125,1464.4453125,0.056610047257335,0.056610047257335
"190",13,3,2,19,10,2015,0,0,0,0,28782,29339.8359375,557.8359375,0.0193814167708985,0.0193814167708985
"200",1,1,2,2,11,2015,0,0,0,0,35278,34817.58203125,-460.41796875,-0.013051135799932,0.013051135799932
"202",3,1,4,4,11,2015,0,0,0,0,36735,36168.2109375,-566.7890625,-0.015429129236423,0.015429129236423
