"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"3",5,1,4,7,1,2015,0,0,0,0,49396,48108.015625,-1287.984375,-0.0260746695076524,0.0260746695076524
"4",6,1,5,8,1,2015,0,0,0,0,39680,40517.640625,837.640625,0.0211098947832661,0.0211098947832661
"5",7,1,6,9,1,2015,0,0,0,0,31933,33846.58203125,1913.58203125,0.0599249062490214,0.0599249062490214
"6",8,2,2,12,1,2015,0,0,0,0,34757,32393.12109375,-2363.87890625,-0.0680115920893633,0.0680115920893633
"9",11,2,5,15,1,2015,0,0,0,0,31672,32395.63671875,723.63671875,0.0228478377983708,0.0228478377983708
"11",13,3,2,19,1,2015,0,0,0,0,30406,32539.44921875,2133.44921875,0.0701654021821351,0.0701654021821351
"21",1,1,2,2,2,2015,0,0,0,0,39525,41546.83984375,2021.83984375,0.0511534432321316,0.0511534432321316
"26",6,2,2,9,2,2015,0,0,0,0,33918,33911.89453125,-6.10546875,-0.000180006744206616,0.000180006744206616
"30",10,2,6,13,2,2015,0,0,0,0,26534,28562.939453125,2028.939453125,0.0764656460814427,0.0764656460814427
"31",11,3,2,16,2,2015,0,0,0,0,26215,31225.46484375,5010.46484375,0.19112969077818,0.19112969077818
"41",1,1,2,2,3,2015,0,0,0,0,42186,42002.85546875,-183.14453125,-0.0043413580631015,0.0043413580631015
"60",20,4,6,27,3,2015,0,0,0,0,25769,29370.478515625,3601.478515625,0.139760119353681,0.139760119353681
"62",22,5,3,31,3,2015,0,0,0,0,34821,35161.3203125,340.3203125,0.00977342157031676,0.00977342157031676
"63",1,1,4,1,4,2015,0,0,0,0,44383,47451.33203125,3068.33203125,0.0691330471407972,0.0691330471407972
"68",6,2,4,8,4,2015,0,0,0,0,38328,40040.12890625,1712.12890625,0.0446704473557191,0.0446704473557191
"70",8,2,6,10,4,2015,0,0,0,0,26517,29349.306640625,2832.306640625,0.106810975624128,0.106810975624128
"74",12,3,5,16,4,2015,0,0,0,0,32771,32769.05859375,-1.94140625,-5.92415931768942e-05,5.92415931768942e-05
"80",18,4,6,24,4,2015,0,0,0,0,27156,28913.056640625,1757.056640625,0.0647023361549934,0.0647023361549934
"82",20,5,3,28,4,2015,0,0,0,0,34064,35915.34375,1851.34375,0.0543489827970878,0.0543489827970878
"87",3,1,3,5,5,2015,0,0,0,0,60667,52822.66015625,-7844.33984375,-0.129301594668436,0.129301594668436
"88",4,1,4,6,5,2015,0,0,0,0,47010,49024.14453125,2014.14453125,0.0428450230004254,0.0428450230004254
"92",8,2,3,12,5,2015,0,0,0,0,43012,39828.41015625,-3183.58984375,-0.0740163173939831,0.0740163173939831
"94",10,2,5,14,5,2015,0,0,0,0,31982,32750.98828125,768.98828125,0.0240444087689951,0.0240444087689951
"98",14,3,4,20,5,2015,0,0,0,0,44205,42027.7890625,-2177.2109375,-0.0492525944463296,0.0492525944463296
"102",21,4,6,29,5,2015,0,0,0,0,26828,28815.400390625,1987.400390625,0.0740793346736618,0.0740793346736618
"107",5,1,6,5,6,2015,0,0,0,0,38500,34888.14453125,-3611.85546875,-0.0938144277597403,0.0938144277597403
"117",15,3,6,19,6,2015,0,0,0,0,29016,29528.603515625,512.603515625,0.0176662364083609,0.0176662364083609
"125",1,1,4,1,7,2015,0,0,0,0,42381,45708.75390625,3327.75390625,0.0785199477655081,0.0785199477655081
"128",7,2,5,9,7,2015,0,0,0,0,35294,35871.7421875,577.7421875,0.0163694165438885,0.0163694165438885
"134",13,3,6,17,7,2015,0,0,0,0,32594,29027.275390625,-3566.724609375,-0.109428870631865,0.109428870631865
"153",9,2,5,13,8,2015,0,0,0,0,32556,33131.4140625,575.4140625,0.017674593392923,0.017674593392923
"157",13,3,4,19,8,2015,0,0,0,0,39307,38439.8203125,-867.1796875,-0.0220617113364032,0.0220617113364032
"158",14,3,5,20,8,2015,0,0,0,0,39232,34852.66796875,-4379.33203125,-0.111626530160328,0.111626530160328
"159",15,3,6,21,8,2015,0,0,0,0,31365,29254.775390625,-2110.224609375,-0.0672795985772358,0.0672795985772358
"162",18,4,4,26,8,2015,0,0,0,0,36483,36037.21875,-445.78125,-0.0122188759148096,0.0122188759148096
"167",2,1,4,2,9,2015,0,0,0,0,52762,53486.25390625,724.25390625,0.0137268091855881,0.0137268091855881
"168",3,1,5,3,9,2015,0,0,0,0,40935,44525.40234375,3590.40234375,0.087709841058996,0.087709841058996
"176",14,3,6,18,9,2015,0,0,0,0,30701,30409.541015625,-291.458984375,-0.00949346875916094,0.00949346875916094
"190",6,1,5,8,10,2015,0,0,0,0,36192,35988.1171875,-203.8828125,-0.0056333668352122,0.0056333668352122
"191",7,1,6,9,10,2015,0,0,0,0,28507,33338.3984375,4831.3984375,0.169481125249939,0.169481125249939
"196",12,2,6,16,10,2015,0,0,0,0,28981,30103.134765625,1122.134765625,0.0387196703227977,0.0387196703227977
"197",13,3,2,19,10,2015,0,0,0,0,37240,35266.20703125,-1973.79296875,-0.0530019594186359,0.0530019594186359
"199",15,3,4,21,10,2015,0,0,0,0,37704,38720.03125,1016.03125,0.0269475718756631,0.0269475718756631
"201",17,3,6,23,10,2015,0,0,0,0,27112,30027.783203125,2915.783203125,0.10754585434955,0.10754585434955
"207",1,1,2,2,11,2015,0,0,0,0,44908,45530.66796875,622.66796875,0.0138654130388795,0.0138654130388795
"209",3,1,4,4,11,2015,0,0,0,0,51986,54639.37890625,2653.37890625,0.0510402590360866,0.0510402590360866
"212",6,2,2,9,11,2015,0,0,0,0,35367,36602.91015625,1235.91015625,0.0349452923982809,0.0349452923982809
"216",10,2,6,13,11,2015,0,0,0,0,29011,29606.376953125,595.376953125,0.0205224553833029,0.0205224553833029
"217",11,3,2,16,11,2015,0,0,0,0,36342,34184.44921875,-2157.55078125,-0.0593679704267789,0.0593679704267789
"219",13,3,4,18,11,2015,0,0,0,0,40701,39467.3984375,-1233.6015625,-0.0303088760104174,0.0303088760104174
"220",14,3,5,19,11,2015,0,0,0,0,36918,34528.8671875,-2389.1328125,-0.0647145785930982,0.0647145785930982
"223",17,4,3,24,11,2015,0,0,0,0,36838,38409.2109375,1571.2109375,0.0426519066588848,0.0426519066588848
"224",21,5,2,30,11,2015,0,0,0,0,37033,29300.662109375,-7732.337890625,-0.208795881797991,0.208795881797991
"228",4,1,6,4,12,2015,0,0,0,0,41249,40784.45703125,-464.54296875,-0.0112619207435332,0.0112619207435332
"230",6,2,3,8,12,2015,0,0,0,0,47773,45930.1015625,-1842.8984375,-0.0385761504929563,0.0385761504929563
"235",11,3,3,15,12,2015,0,0,0,0,42235,42217.92578125,-17.07421875,-0.000404267047472475,0.000404267047472475
"237",13,3,5,17,12,2015,0,0,0,0,34725,33661.01953125,-1063.98046875,-0.0306401862850972,0.0306401862850972
"250",9,2,4,13,1,2016,0,0,0,0,38710,38847.98046875,137.98046875,0.00356446573882718,0.00356446573882718
"251",10,2,5,14,1,2016,0,0,0,0,31834,33336.41015625,1502.41015625,0.0471951421828862,0.0471951421828862
"252",11,2,6,15,1,2016,0,0,0,0,30672,28563.251953125,-2108.748046875,-0.0687515664734937,0.0687515664734937
"256",15,3,5,21,1,2016,0,0,0,0,33194,33788.80078125,594.80078125,0.0179189245420859,0.0179189245420859
"258",17,4,2,25,1,2016,0,0,0,0,33591,31714.138671875,-1876.861328125,-0.0558739343313685,0.0558739343313685
"266",4,1,5,4,2,2016,0,0,0,0,41662,45365.54296875,3703.54296875,0.0888949874885987,0.0888949874885987
"268",6,2,2,8,2,2016,0,0,0,0,38567,35475.3359375,-3091.6640625,-0.0801634574247414,0.0801634574247414
"269",7,2,3,9,2,2016,0,0,0,0,43123,42916.24609375,-206.75390625,-0.00479451583261832,0.00479451583261832
"271",9,2,5,11,2,2016,0,0,0,0,33534,32318.720703125,-1215.279296875,-0.0362402128250432,0.0362402128250432
"276",14,3,5,18,2,2016,0,0,0,0,33504,33620.20703125,116.20703125,0.00346845246090019,0.00346845246090019
"281",19,4,5,25,2,2016,0,0,0,0,33389,30477.6328125,-2911.3671875,-0.0871953993081554,0.0871953993081554
"284",1,1,3,1,3,2016,0,0,0,0,49800,49928.75390625,128.75390625,0.00258541980421687,0.00258541980421687
"285",2,1,4,2,3,2016,0,0,0,0,50156,51645.08203125,1489.08203125,0.0296890109109578,0.0296890109109578
"286",3,1,5,3,3,2016,0,0,0,0,41921,44321.41796875,2400.41796875,0.0572605130781708,0.0572605130781708
"288",5,2,2,7,3,2016,0,0,0,0,45619,41601.19140625,-4017.80859375,-0.0880731404403867,0.0880731404403867
"295",12,3,4,16,3,2016,0,0,0,0,40118,39827.58984375,-290.41015625,-0.00723889915374645,0.00723889915374645
"296",13,3,5,17,3,2016,0,0,0,0,32896,33872.08203125,976.08203125,0.0296717543546328,0.0296717543546328
"297",14,3,6,18,3,2016,0,0,0,0,28431,30108.916015625,1677.916015625,0.0590171297395449,0.0590171297395449
"298",15,4,2,21,3,2016,0,0,0,0,40055,36087.49609375,-3967.50390625,-0.0990514019785295,0.0990514019785295
"299",16,4,3,22,3,2016,0,0,0,0,42868,41193.01953125,-1674.98046875,-0.0390729791161239,0.0390729791161239
"305",22,5,4,30,3,2016,0,0,0,0,35884,36373.15625,489.15625,0.0136315976479768,0.0136315976479768
"309",3,1,3,5,4,2016,0,0,0,0,61414,53303.67578125,-8110.32421875,-0.132059859620771,0.132059859620771
"312",6,1,6,8,4,2016,0,0,0,0,30312,31597.24609375,1285.24609375,0.0424005705248746,0.0424005705248746
"313",7,2,2,11,4,2016,0,0,0,0,36462,36223.0703125,-238.9296875,-0.0065528409714223,0.0065528409714223
"319",13,3,3,19,4,2016,0,0,0,0,46001,44135,-1866,-0.0405643355579227,0.0405643355579227
"325",19,4,4,27,4,2016,0,0,0,0,36160,36349.875,189.875,0.00525096792035398,0.00525096792035398
"339",12,3,3,17,5,2016,0,0,0,0,47149,45519.453125,-1629.546875,-0.0345616423466033,0.0345616423466033
"344",17,4,3,24,5,2016,0,0,0,0,39661,40523.1953125,862.1953125,0.0217391218703512,0.0217391218703512
"347",1,1,4,1,6,2016,0,0,0,0,48747,46100.62890625,-2646.37109375,-0.0542878760487825,0.0542878760487825
"348",2,1,5,2,6,2016,0,0,0,0,49115,46597.66796875,-2517.33203125,-0.0512538334775527,0.0512538334775527
"357",11,3,4,15,6,2016,0,0,0,0,36743,38382.04296875,1639.04296875,0.0446083054935634,0.0446083054935634
"361",15,4,3,21,6,2016,0,0,0,0,43426,43990.44140625,564.44140625,0.0129977756701055,0.0129977756701055
"369",4,1,4,6,7,2016,0,0,0,0,53790,48861.72265625,-4928.27734375,-0.0916206979689533,0.0916206979689533
"374",9,2,4,13,7,2016,0,0,0,0,37020,38888.83984375,1868.83984375,0.0504818974540789,0.0504818974540789
"380",15,3,5,21,7,2016,0,0,0,0,34491,33449.50390625,-1041.49609375,-0.0301961698341596,0.0301961698341596
"382",17,4,2,25,7,2016,0,0,0,0,31477,33558.69140625,2081.69140625,0.0661337295882708,0.0661337295882708
"387",1,1,2,1,8,2016,0,0,0,0,45758,44965.74609375,-792.25390625,-0.0173139976889287,0.0173139976889287
"390",4,1,5,4,8,2016,0,0,0,0,40717,43225.30859375,2508.30859375,0.0616034725974409,0.0616034725974409
"403",17,4,3,23,8,2016,0,0,0,0,42353,40695.6171875,-1657.3828125,-0.0391325953887564,0.0391325953887564
"406",20,4,6,26,8,2016,0,0,0,0,26935,29101.533203125,2166.533203125,0.0804356117737145,0.0804356117737145
"408",22,5,3,30,8,2016,0,0,0,0,39199,39266.7109375,67.7109375,0.00172736389958928,0.00172736389958928
"414",9,2,3,13,9,2016,0,0,0,0,41790,43894.21875,2104.21875,0.0503522074659009,0.0503522074659009
"417",12,2,6,16,9,2016,0,0,0,0,28116,30059.541015625,1943.541015625,0.0691258008118153,0.0691258008118153
"418",13,3,2,19,9,2016,0,0,0,0,39976,36459.33203125,-3516.66796875,-0.0879694809072944,0.0879694809072944
"421",16,3,5,22,9,2016,0,0,0,0,37631,32198.6875,-5432.3125,-0.144357378225399,0.144357378225399
"430",3,1,4,5,10,2016,0,0,0,0,52580,57616.56640625,5036.56640625,0.095788634580639,0.095788634580639
"432",5,1,6,7,10,2016,0,0,0,0,30333,31634.35546875,1301.35546875,0.0429023000939571,0.0429023000939571
"433",6,2,2,10,10,2016,0,0,0,0,36117,36797.6796875,680.6796875,0.0188465179140017,0.0188465179140017
"437",10,2,6,14,10,2016,0,0,0,0,28317,28240.439453125,-76.560546875,-0.00270369554949324,0.00270369554949324
