"","WORKDAY","MONTHWEEK","WEEKDAY","MONTHDAY","MONTH","YEAR","BEFVAC","AFTVAC","BEFCHR","AFTCHR","WHSLINES","forecastlines","delta","error_rate","error_rate_abs"
"1",2,1,6,2,1,2015,0,0,0,0,29694,33693.6875,3999.6875,0.134696824274264,0.134696824274264
"4",5,1,4,7,1,2015,0,0,0,0,31991,37632.23046875,5641.23046875,0.176338047224219,0.176338047224219
"6",7,1,6,9,1,2015,0,0,0,0,23329,23470.306640625,141.306640625,0.00605712377834455,0.00605712377834455
"10",11,2,5,15,1,2015,0,0,0,0,23149,23743.578125,594.578125,0.0256848297982634,0.0256848297982634
"15",16,3,5,22,1,2015,0,0,0,0,20537,21222.376953125,685.376953125,0.0333727882906462,0.0333727882906462
"28",7,2,3,10,2,2015,0,0,0,0,29912,29675.482421875,-236.517578125,-0.00790711347034635,0.00790711347034635
"30",9,2,5,12,2,2015,0,0,0,0,21803,22987.2109375,1184.2109375,0.0543141282163005,0.0543141282163005
"35",14,3,5,19,2,2015,0,0,0,0,20876,21882.064453125,1006.064453125,0.0481923957235581,0.0481923957235581
"38",17,4,3,24,2,2015,0,0,0,0,25028,26879.44921875,1851.44921875,0.0739751166193863,0.0739751166193863
"44",3,1,4,4,3,2015,0,0,0,0,35051,35907.890625,856.890625,0.0244469665630082,0.0244469665630082
"49",8,2,4,11,3,2015,0,0,0,0,27966,27766.361328125,-199.638671875,-0.00713862089233355,0.00713862089233355
"50",9,2,5,12,3,2015,0,0,0,0,22657,22711.8984375,54.8984375,0.00242302323785144,0.00242302323785144
"53",12,3,3,17,3,2015,0,0,0,0,31846,29598.119140625,-2247.880859375,-0.0705859718449727,0.0705859718449727
"62",22,5,3,31,3,2015,0,0,0,0,28017,27168.43359375,-848.56640625,-0.0302875542081593,0.0302875542081593
"79",17,4,5,23,4,2015,0,0,0,0,21327,21579.408203125,252.408203125,0.0118351480810709,0.0118351480810709
"85",1,1,6,1,5,2015,0,0,0,0,32744,33147.453125,403.453125,0.0123214367517713,0.0123214367517713
